Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price
Chevrolet,Tahoe,2018,Other,Black,Semi Full,3.0,Gas,Automatic,127000.0,Dammam,159000.0
Hyundai,H1,2016,Saudi,Another Color,Semi Full,2.4,Gas,Automatic,76000.0,Dammam,59000.0
Lexus,IS,2017,Other,White,Full,3.0,Gas,Automatic,90000.0,Dammam,117000.0
Toyota,Prado,2016,Gulf Arabic,White,Full,3.8,Gas,Automatic,168000.0,Riyadh,109500.0
Nissan,Altima,2017,Saudi,Another Color,Standard,2.5,Gas,Automatic,105000.0,Riyadh,35000.0
Toyota,Prado,2018,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,24000.0,Riyadh,140000.0
Ford,Explorer,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,127000.0,Riyadh,88000.0
Jeep,Cherokee,2019,Other,White,Semi Full,2.4,Gas,Automatic,55000.0,Riyadh,75000.0
Volkswagen,Golf,2016,Gulf Arabic,White,Full,2.0,Gas,Automatic,111000.0,Riyadh,65000.0
Toyota,Cressida,1993,Gulf Arabic,White,Standard,1.2,Gas,Manual,25000.0,Jeddah,15000.0
Nissan,Sunny,2011,Saudi,White,Standard,1.4,Gas,Automatic,182000.0,Jubail,15000.0
Jeep,Wrangler,2020,Other,Black,Full,3.6,Gas,Automatic,17000.0,Riyadh,185000.0
Hyundai,Azera,2020,Saudi,Another Color,Standard,3.5,Gas,Automatic,39000.0,Jeddah,99000.0
Changan,CS75,2021,Saudi,Red,Standard,1.6,Gas,Automatic,8000.0,Jeddah,62000.0
Mazda,CX9,2020,Saudi,White,Full,2.5,Gas,Automatic,30877.0,Jeddah,135000.0
Kia,Sportage,2018,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,77000.0,Riyadh,58000.0
Hyundai,Tucson,2016,Saudi,White,Standard,2.0,Gas,Automatic,155000.0,Dammam,45000.0
Mitsubishi,Outlander,2020,Saudi,White,Semi Full,3.5,Gas,Automatic,43000.0,Qassim,1625.0
Kia,Cerato,2016,Other,Black,Full,2.0,Gas,Automatic,89000.0,Jeddah,40000.0
Mazda,6,2018,Gulf Arabic,Grey,Standard,2.0,Gas,Automatic,71000.0,Qassim,65000.0
Mazda,6,2018,Other,Another Color,Standard,2.0,Gas,Automatic,71000.0,Qassim,62000.0
Lexus,UX,2019,Saudi,White,Standard,2.0,Gas,Automatic,45000.0,Jeddah,130000.0
Mazda,6,2016,Gulf Arabic,White,Standard,2.0,Gas,Automatic,196000.0,Qassim,50000.0
Nissan,Sentra,2016,Gulf Arabic,Silver,Standard,1.6,Gas,Automatic,93000.0,Qassim,33000.0
Isuzu,Dyna,2014,Gulf Arabic,White,Full,6.0,Diesel,Manual,460000.0,Qassim,120000.0
Hyundai,Senta fe,2016,Gulf Arabic,Red,Semi Full,3.3,Gas,Automatic,138675.0,Qassim,60000.0
Chevrolet,Blazer,2008,Saudi,Another Color,Full,3.5,Gas,Automatic,220000.0,Jeddah,18000.0
Ford,Expedition,2012,Saudi,Grey,Standard,5.4,Gas,Automatic,350000.0,Jeddah,30000.0
Mazda,6,2006,Saudi,Silver,Standard,1.6,Gas,Automatic,288000.0,Dammam,11000.0
Hyundai,Coupe S,2010,Saudi,Grey,Full,3.8,Gas,Automatic,240.0,Najran,25000.0
Mercedes,E,2008,Other,Navy,Full,3.5,Gas,Automatic,243000.0,Dammam,25000.0
Jaguar,F-Pace,2019,Saudi,Blue,Full,3.5,Gas,Automatic,27000.0,Riyadh,185000.0
Toyota,Hilux,2016,Gulf Arabic,White,Full,1.6,Gas,Manual,120.0,Qurayyat,60000.0
Lexus,RX,2015,Saudi,Another Color,Full,3.5,Gas,Automatic,49000.0,Jeddah,123000.0
Ford,Taurus,2019,Saudi,Black,Standard,2.0,Gas,Automatic,26000.0,Jeddah,84000.0
Hyundai,Tucson,2019,Saudi,Red,Semi Full,2.0,Gas,Automatic,21000.0,Jeddah,75000.0
Hyundai,Tucson,2018,Saudi,Grey,Standard,2.0,Gas,Automatic,96000.0,Jeddah,64000.0
Hyundai,Elantra,2020,Saudi,Another Color,Full,2.0,Gas,Automatic,44000.0,Jeddah,61000.0
Kia,Sportage,2019,Saudi,Another Color,Standard,1.6,Gas,Automatic,61000.0,Jeddah,59000.0
Hyundai,Tucson,2017,Saudi,Navy,Standard,2.0,Gas,Automatic,124000.0,Jeddah,58500.0
Hyundai,Sonata,2019,Saudi,White,Standard,2.4,Gas,Automatic,106000.0,Jeddah,56000.0
Toyota,Camry,2016,Saudi,Blue,Full,2.5,Gas,Automatic,164000.0,Jeddah,51000.0
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,119000.0,Jeddah,48000.0
Hyundai,Sonata,2017,Saudi,Grey,Standard,2.4,Gas,Automatic,173000.0,Jeddah,44000.0
Toyota,Corolla,2018,Saudi,Another Color,Standard,1.6,Gas,Automatic,138000.0,Jeddah,43000.0
Kia,Optima,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,116000.0,Jeddah,42000.0
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,44000.0,Jeddah,39000.0
Hyundai,Elantra,2017,Saudi,White,Standard,2.0,Gas,Automatic,137000.0,Jeddah,39000.0
Hyundai,Accent,2018,Saudi,Black,Full,1.6,Gas,Automatic,130000.0,Jeddah,38500.0
Toyota,Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,55000.0,Jeddah,37000.0
Hyundai,Elantra,2017,Saudi,White,Standard,2.0,Gas,Automatic,145000.0,Jeddah,37000.0
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,72000.0,Jeddah,36500.0
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,92000.0,Jeddah,36000.0
Toyota,Yaris,2018,Saudi,White,Standard,1.5,Gas,Automatic,79000.0,Jeddah,36000.0
Kia,Rio,2019,Saudi,White,Standard,1.4,Gas,Automatic,85000.0,Jeddah,35500.0
Toyota,Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,80000.0,Jeddah,35500.0
Toyota,Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,86000.0,Jeddah,35500.0
Kia,Rio,2019,Saudi,White,Standard,1.4,Gas,Automatic,79000.0,Jeddah,31000.0
Hyundai,Accent,2017,Saudi,Grey,Full,1.6,Gas,Automatic,140000.0,Jeddah,30000.0
Daihatsu,Gran Max,2015,Saudi,White,Standard,1.5,Gas,Automatic,53000.0,Jeddah,30000.0
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,187000.0,Jeddah,29000.0
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,92000.0,Jeddah,28500.0
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,135000.0,Jeddah,27500.0
Nissan,Sunny,2018,Saudi,Another Color,Standard,1.5,Gas,Automatic,106000.0,Jeddah,24500.0
Mitsubishi,Attrage,2018,Saudi,Silver,Standard,1.2,Gas,Automatic,159000.0,Jeddah,22000.0
Kia,Sportage,2017,Other,Silver,Full,1.6,Diesel,Automatic,53312.0,Qassim,61000.0
Toyota,Land Cruiser 70,2014,Saudi,Another Color,Semi Full,4.0,Gas,Manual,70000.0,Dammam,69000.0
Cadillac,Escalade,2007,Other,White,Semi Full,8.0,Gas,Automatic,166000.0,Riyadh,48000.0
Nissan,Sunny,2020,Saudi,Silver,Standard,1.5,Gas,Automatic,8500.0,Riyadh,33000.0
Hyundai,Azera,2018,Saudi,White,Standard,3.0,Gas,Automatic,147000.0,Riyadh,75000.0
Ford,Echo Sport,2020,Gulf Arabic,Silver,Standard,1.5,Gas,Automatic,2819.0,Dammam,59000.0
Hyundai,Sonata,2018,Saudi,Silver,Semi Full,2.4,Gas,Automatic,55000.0,Riyadh,57000.0
GMC,Yukon,2013,Saudi,Black,Semi Full,5.3,Gas,Automatic,289000.0,Dammam,55000.0
Toyota,Camry,2018,Saudi,Bronze,Standard,2.5,Gas,Automatic,179000.0,Dammam,76000.0
Ford,Victoria,2012,Saudi,White,Semi Full,5.0,Gas,Automatic,318000.0,Dammam,35000.0
Toyota,Camry,2010,Saudi,Grey,Semi Full,2.5,Gas,Automatic,240000.0,Dammam,30000.0
Volkswagen,Passat,2013,Saudi,Blue,Standard,2.5,Gas,Automatic,160000.0,Jeddah,35000.0
Renault,Fluence,2015,Saudi,White,Semi Full,1.6,Gas,Automatic,132000.0,Riyadh,23000.0
Lexus,ES,2008,Saudi,White,Full,3.5,Gas,Automatic,390000.0,Dammam,36000.0
Mercedes,E,2019,Other,White,Standard,2.0,Diesel,Automatic,28000.0,Riyadh,185000.0
Chrysler,C300,2018,Saudi,Black,Full,5.7,Gas,Automatic,34000.0,Riyadh,80000.0
Hyundai,Sonata,2016,Other,Black,Full,2.0,Diesel,Automatic,86234.0,Qassim,60000.0
GMC,Suburban,1997,Saudi,Silver,Standard,1.5,Gas,Automatic,20000.0,Qassim,45000.0
Kia,Optima,2015,Saudi,Black,Standard,2.0,Gas,Automatic,72000.0,Jeddah,43000.0
Kia,Picanto,2015,Saudi,Grey,Standard,1.0,Gas,Automatic,142000.0,Al-Medina,18500.0
Peugeot,Boxer,2016,Saudi,White,Standard,2.8,Diesel,Manual,195000.0,Riyadh,52000.0
Kia,Sorento,2016,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,51000.0,Qassim,62000.0
Kia,Cadenza,2011,Gulf Arabic,White,Full,3.5,Gas,Automatic,334624.0,Makkah,27500.0
Kia,Carnival,2016,Saudi,Black,Full,3.3,Gas,Automatic,120000.0,Riyadh,70000.0
Kia,Sportage,2016,Other,Brown,Semi Full,1.7,Diesel,Automatic,90000.0,Qassim,59000.0
Lexus,IS,2016,Other,White,Full,3.5,Gas,Automatic,96000.0,Dammam,108000.0
HAVAL,H6,2020,Saudi,Blue,Full,1.5,Gas,Automatic,9000.0,Riyadh,70000.0
GMC,Suburban,2016,Saudi,Bronze,Full,5.3,Gas,Automatic,240000.0,Riyadh,110000.0
Chevrolet,Tahoe,2018,Saudi,Grey,Standard,5.3,Gas,Automatic,90000.0,Dammam,128000.0
Toyota,Rush,2019,Saudi,Another Color,Full,1.5,Gas,Automatic,40000.0,Jeddah,57000.0
Hyundai,Elantra,2009,Saudi,White,Standard,1.0,Gas,Manual,4000.0,Riyadh,11000.0
Toyota,Hilux,2014,Saudi,White,Standard,2.7,Gas,Manual,217000.0,Riyadh,37000.0
Toyota,Camry,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,303000.0,Dammam,46000.0
Kia,Cadenza,2017,Saudi,Black,Full,3.3,Gas,Automatic,88000.0,Riyadh,83000.0
Honda,Accord,2019,Gulf Arabic,White,Standard,1.5,Gas,Automatic,28000.0,Qassim,88000.0
Hyundai,Sonata,2017,Saudi,Black,Semi Full,2.4,Gas,Automatic,226000.0,Riyadh,41000.0
GMC,Yukon,2017,Saudi,Black,Standard,4.0,Gas,Automatic,107.0,Riyadh,125000.0
Honda,City,2017,Saudi,White,Standard,1.5,Gas,Automatic,92000.0,Dammam,28000.0
Hyundai,Accent,2018,Saudi,Grey,Standard,1.6,Gas,Automatic,114000.0,Qassim,37000.0
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,71000.0,Dammam,27500.0
Toyota,Hilux,2008,Saudi,White,Standard,2.7,Gas,Manual,533399.0,Qassim,35000.0
Toyota,Camry,2017,Gulf Arabic,White,Full,2.5,Gas,Automatic,61811.0,Qassim,68000.0
Toyota,Furniture,2020,Saudi,White,Semi Full,2.7,Gas,Automatic,25000.0,Dammam,110000.0
Hyundai,Accent,2019,Saudi,Blue,Standard,1.4,Gas,Automatic,7000.0,Dammam,42500.0
Audi,A8,2015,Saudi,Brown,Full,5.0,Gas,Automatic,85000.0,Makkah,180000.0
Chevrolet,Tahoe,2007,Saudi,White,Full,5.3,Gas,Automatic,35000.0,Tabouk,35000.0
Mazda,3,2018,Gulf Arabic,Navy,Semi Full,1.6,Gas,Automatic,70000.0,Jeddah,46000.0
Lexus,ES,2015,Saudi,Brown,Semi Full,3.5,Gas,Automatic,246398.0,Riyadh,85000.0
Toyota,Furniture,2010,Saudi,Silver,Full,4.0,Gas,Manual,450000.0,Aseer,38000.0
Hyundai,H1,2015,Saudi,White,Standard,2.7,Gas,Automatic,144000.0,Riyadh,50000.0
Nissan,VTC,2006,Saudi,Brown,Standard,4.0,Gas,Automatic,317109.0,Riyadh,35000.0
Fiat,Doblo,2016,Saudi,White,Standard,1.4,Gas,Manual,28400.0,Riyadh,20000.0
Chevrolet,Tahoe,2019,Saudi,Black,Semi Full,8.0,Gas,Automatic,132346.0,Aseer,140000.0
MG,RX8,2021,Saudi,White,Full,2.0,Gas,Automatic,4000.0,Aseer,105000.0
GMC,Yukon,2010,Saudi,Black,Semi Full,4.5,Gas,Automatic,115000.0,Jazan,80000.0
Chevrolet,Aveo,2017,Other,Silver,Semi Full,1.6,Gas,Automatic,118000.0,Riyadh,20000.0
Ford,Explorer,2010,Other,Another Color,Standard,6.6,Gas,Automatic,190000.0,Jeddah,20000.0
Chevrolet,Caprice,2011,Saudi,Another Color,Semi Full,8.0,Gas,Automatic,236000.0,Tabouk,35000.0
Toyota,Land Cruiser,2006,Gulf Arabic,Blue,Full,4.5,Gas,Automatic,285.0,Al-Baha,65000.0
Kia,Cerato,2016,Saudi,White,Semi Full,1.6,Gas,Automatic,159.0,Jeddah,33000.0
GMC,Sierra,2015,Saudi,Black,Full,5.3,Gas,Automatic,112000.0,Aseer,77000.0
Lexus,RX,2017,Saudi,Black,Semi Full,3.5,Gas,Automatic,71000.0,Riyadh,130000.0
Toyota,Land Cruiser,2014,Gulf Arabic,White,Semi Full,4.6,Gas,Automatic,270000.0,Riyadh,86000.0
Peugeot,5008,2018,Saudi,Bronze,Semi Full,3.5,Gas,Automatic,34000.0,Riyadh,85000.0
Nissan,Armada,2007,Saudi,Black,Standard,5.6,Gas,Automatic,240000.0,Riyadh,30000.0
Genesis,G80,2016,Saudi,Blue,Standard,3.8,Gas,Automatic,140000.0,Makkah,84000.0
Hyundai,Senta fe,2016,Other,Navy,Semi Full,3.3,Diesel,Automatic,50100.0,Riyadh,69000.0
Hyundai,Sonata,2018,Gulf Arabic,White,Full,2.4,Gas,Automatic,130000.0,Makkah,1503.0
Changan,CS95,2020,Saudi,Black,Semi Full,2.0,Gas,Automatic,45000.0,Hafar Al-Batin,88000.0
Chevrolet,Cruze,2013,Saudi,Brown,Standard,1.6,Gas,Automatic,181000.0,Makkah,10000.0
Toyota,Prado,2013,Gulf Arabic,Golden,Semi Full,4.0,Gas,Automatic,270000.0,Riyadh,80000.0
Dodge,Durango,2012,Other,Blue,Semi Full,6.0,Gas,Automatic,315.0,Riyadh,20000.0
Toyota,Land Cruiser,2007,Other,White,Full,4.5,Gas,Manual,160000.0,Jazan,125000.0
Mercedes,E,2018,Gulf Arabic,Black,Semi Full,2.0,Gas,Automatic,250000.0,Jeddah,105000.0
Chevrolet,Tahoe,2013,Saudi,Golden,Semi Full,5.3,Gas,Automatic,248000.0,Al-Ahsa,49000.0
Chevrolet,Blazer,2005,Other,Blue,Full,2.0,Gas,Automatic,213000.0,Abha,13500.0
Toyota,FJ,2015,Gulf Arabic,White,Full,4.0,Gas,Automatic,200000.0,Aseer,88000.0
Chevrolet,Cruze,2010,Saudi,White,Standard,1.8,Gas,Manual,184700.0,Riyadh,11000.0
Porsche,Cayenne,2009,Saudi,Black,Full,3.6,Gas,Automatic,277000.0,Jeddah,42000.0
Ford,Mustang,2007,Saudi,Red,Full,4.6,Gas,Automatic,195.0,Makkah,27000.0
Toyota,Land Cruiser,1988,Saudi,Another Color,Semi Full,4.0,Gas,Manual,195000.0,Najran,30000.0
Ford,Expedition,2014,Saudi,Grey,Semi Full,5.4,Gas,Automatic,150000.0,Riyadh,52000.0
GMC,Yukon,2018,Saudi,Another Color,Standard,5.5,Gas,Automatic,88000.0,Riyadh,145000.0
Toyota,Avanza,2016,Saudi,White,Standard,1.6,Gas,Automatic,160000.0,Riyadh,28000.0
Chevrolet,Impala,2015,Saudi,Blue,Full,3.6,Gas,Automatic,212000.0,Riyadh,64000.0
Toyota,Camry,2013,Saudi,Another Color,Standard,2.5,Gas,Automatic,376580.0,Jazan,28000.0
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,19190.0,Jeddah,55000.0
Nissan,Datsun,2013,Gulf Arabic,White,Semi Full,1.6,Gas,Manual,300.0,Makkah,23000.0
Mercedes,SEL,1989,Other,Blue,Full,3.5,Gas,Automatic,186000.0,Riyadh,55000.0
Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,119000.0,Hail,55000.0
Toyota,Camry,2011,Saudi,Silver,Semi Full,2.4,Gas,Manual,85000.0,Aseer,52000.0
Toyota,Land Cruiser,2011,Saudi,White,Full,4.6,Gas,Automatic,145000.0,Dammam,95000.0
Nissan,Sentra,2018,Saudi,Silver,Semi Full,1.6,Gas,Automatic,78000.0,Riyadh,38000.0
Nissan,Maxima,2000,Saudi,Silver,Standard,3.5,Gas,Manual,400000.0,Jeddah,12500.0
Toyota,Corolla,2017,Saudi,Golden,Semi Full,1.6,Gas,Automatic,107000.0,Riyadh,39000.0
Nissan,KICKS,2020,Saudi,Grey,Semi Full,1.6,Gas,Automatic,200.0,Riyadh,66000.0
HAVAL,H6,2020,Saudi,Black,Semi Full,2.0,Gas,Automatic,5000.0,Dammam,70000.0
Chevrolet,Tahoe,2009,Saudi,Black,Standard,5.3,Gas,Automatic,400.0,Riyadh,35000.0
Ford,Expedition,2009,Saudi,Red,Standard,3.5,Gas,Automatic,360.0,Riyadh,32000.0
Chevrolet,Suburban,2009,Saudi,White,Standard,5.3,Gas,Automatic,255.0,Riyadh,36000.0
Ford,Explorer,2015,Saudi,Navy,Full,2.0,Gas,Automatic,40000.0,Qassim,90000.0
Peugeot,3008,2014,Saudi,Grey,Full,1.5,Gas,Automatic,76335.0,Riyadh,30000.0
Mercury,Grand Marquis,2007,Other,Golden,Full,3.5,Gas,Automatic,570000.0,Riyadh,24000.0
Chevrolet,Caprice,2009,Saudi,White,Semi Full,6.0,Gas,Automatic,135000.0,Riyadh,32000.0
Lexus,LS,2015,Saudi,Another Color,Full,4.6,Gas,Automatic,103000.0,Khobar,170000.0
Dodge,Durango,2016,Saudi,White,Standard,3.6,Gas,Automatic,61000.0,Jeddah,72000.0
Ford,Taurus,2016,Saudi,Another Color,Semi Full,3.5,Gas,Automatic,175000.0,Makkah,56008.0
Toyota,Hilux,2016,Saudi,White,Full,2.8,Gas,Automatic,97000.0,Jeddah,91000.0
Mazda,6,2016,Other,Silver,Full,2.5,Gas,Automatic,199000.0,Tabouk,42000.0
Nissan,Datsun,2016,Gulf Arabic,White,Semi Full,2.4,Gas,Manual,71000.0,Makkah,40000.0
Nissan,Patrol,2021,Saudi,Silver,Full,4.0,Gas,Automatic,5000.0,Al-Ahsa,3772.0
Nissan,Sunny,2019,Saudi,White,Semi Full,1.5,Gas,Automatic,116000.0,Riyadh,30000.0
Mercedes,Actros,2013,Gulf Arabic,Silver,Full,3.5,Diesel,Automatic,782000.0,Riyadh,118500.0
Toyota,Prado,2014,Saudi,Another Color,Semi Full,2.7,Gas,Automatic,198000.0,Jeddah,76000.0
Chevrolet,Tahoe,2011,Saudi,Grey,Standard,5.3,Gas,Automatic,304000.0,Jubail,50000.0
Chevrolet,Spark,2012,Other,White,Semi Full,4.2,Gas,Manual,217912.0,Dammam,9500.0
Toyota,Land Cruiser Pickup,1987,Saudi,Brown,Standard,1.0,Gas,Manual,388528.0,Al-Namas,20000.0
Nissan,Navara,2015,Other,White,Full,2.5,Gas,Automatic,19000.0,Jeddah,38000.0
Ford,Taurus,2017,Other,White,Semi Full,3.5,Gas,Automatic,61000.0,Dammam,73000.0
BMW,The 3,2013,Saudi,White,Semi Full,2.0,Gas,Automatic,156000.0,Riyadh,45000.0
Mazda,CX5,2014,Gulf Arabic,Silver,Standard,3.5,Gas,Automatic,110000.0,Riyadh,41000.0
Toyota,Furniture,2020,Saudi,White,Semi Full,4.0,Gas,Automatic,18000.0,Dammam,128500.0
Ford,Echo Sport,2016,Saudi,Black,Standard,1.5,Gas,Automatic,217000.0,Riyadh,25000.0
GMC,Sierra,2006,Gulf Arabic,White,Semi Full,5.3,Gas,Automatic,283000.0,Dammam,29000.0
Toyota,Yaris,2020,Saudi,Brown,Full,1.5,Gas,Automatic,2100.0,Dammam,50000.0
Chevrolet,Avalanche,2007,Other,Navy,Semi Full,6.5,Gas,Automatic,700.0,Tabouk,23000.0
Toyota,Ciocca,2016,Saudi,White,Full,5.7,Gas,Automatic,134000.0,Riyadh,90000.0
Hyundai,Sonata,2020,Saudi,Grey,Standard,2.0,Gas,Automatic,7000.0,Jeddah,1010.0
Hyundai,Accent,2019,Saudi,Grey,Standard,1.4,Gas,Automatic,77000.0,Jeddah,38000.0
Mitsubishi,Pajero,2015,Saudi,Brown,Standard,3.5,Gas,Automatic,264000.0,Khobar,38000.0
Toyota,Camry,2019,Saudi,Brown,Standard,2.5,Gas,Automatic,47000.0,Riyadh,67000.0
Mitsubishi,Osa Bus,2015,Saudi,White,Full,3.5,Diesel,Manual,140000.0,Riyadh,85000.0
Hyundai,Bus County,2016,Saudi,Bronze,Full,3.0,Diesel,Manual,44000.0,Jeddah,97000.0
Hyundai,Elantra,2020,Saudi,White,Standard,2.0,Gas,Automatic,142000.0,Dammam,53000.0
Chrysler,S300,2015,Other,White,Semi Full,3.6,Gas,Automatic,109000.0,Dammam,74000.0
Ford,Ranger,2011,Saudi,White,Full,2.2,Gas,Manual,168000.0,Riyadh,24000.0
Mercedes,S,1992,Other,Green,Full,3.0,Gas,Automatic,8400.0,Dammam,80000.0
Mazda,3,2019,Saudi,Grey,Standard,2.0,Gas,Automatic,101000.0,Al-Medina,44000.0
GMC,Sierra,2016,Saudi,Red,Semi Full,5.3,Gas,Automatic,205000.0,Riyadh,98000.0
Changan,Seven,2020,Saudi,White,Standard,1.4,Gas,Automatic,41600.0,Riyadh,28000.0
Toyota,Aurion,2014,Saudi,White,Standard,1.0,Gas,Automatic,245.0,Makkah,55000.0
Fiat,500,2019,Saudi,Another Color,Full,1.4,Gas,Automatic,17000.0,Dammam,70000.0
Toyota,Hiace,2010,Saudi,White,Standard,2.7,Gas,Manual,573000.0,Riyadh,37000.0
Mazda,BT-50,2010,Saudi,White,Standard,3.5,Gas,Manual,277000.0,Jubail,19000.0
Hyundai,Accent,2017,Saudi,White,Semi Full,1.4,Gas,Automatic,183000.0,Dammam,24500.0
Lexus,ES,2021,Saudi,Silver,Standard,2.5,Gas,Automatic,13500.0,Jazan,172500.0
Ford,Taurus,2010,Saudi,Grey,Semi Full,4.4,Gas,Automatic,10000.0,Al-Namas,25000.0
Nissan,X-Trail,2020,Saudi,Brown,Semi Full,2.5,Gas,Automatic,24000.0,Al-Medina,70000.0
Kia,Rio,2019,Saudi,Bronze,Standard,1.4,Gas,Automatic,72000.0,Dammam,36500.0
INFINITI,QX,2012,Saudi,Oily,Full,5.4,Gas,Automatic,205000.0,Riyadh,77000.0
Nissan,Sunny,2019,Saudi,Brown,Standard,1.5,Gas,Automatic,42000.0,Dammam,34000.0
Ford,Expedition,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,109000.0,Riyadh,72000.0
Mercedes,S,2009,Saudi,Brown,Full,3.5,Gas,Automatic,174000.0,Riyadh,72000.0
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,63000.0,Qassim,53000.0
Ford,Taurus,2016,Saudi,Red,Semi Full,3.5,Gas,Automatic,118000.0,Dammam,65000.0
Lexus,LX,2005,Gulf Arabic,White,Full,8.0,Gas,Automatic,500568.0,Riyadh,45000.0
BMW,The 7,2014,Gulf Arabic,Silver,Unknown,3.6,Gas,Automatic,139000.0,Riyadh,90000.0
Toyota,Camry,2017,Unknown,White,Unknown,2.5,Gas,Automatic,120000.0,Abha,59000.0
GMC,Yukon,2010,Saudi,White,Semi Full,6.2,Gas,Automatic,360000.0,Jazan,22000.0
Toyota,Land Cruiser,2010,Gulf Arabic,White,Full,1.5,Gas,Automatic,310000.0,Riyadh,81000.0
Ford,Expedition,2014,Gulf Arabic,White,Semi Full,5.4,Gas,Automatic,204000.0,Riyadh,45000.0
Hyundai,Accent,2019,Saudi,Blue,Standard,1.4,Gas,Automatic,65392.0,Al-Ahsa,37000.0
Nissan,VTC,2014,Gulf Arabic,White,Standard,4.8,Gas,Manual,244000.0,Qassim,50000.0
Toyota,Corolla,2012,Other,Silver,Standard,1.6,Gas,Automatic,254000.0,Dammam,21000.0
BMW,The 7,2012,Saudi,Black,Semi Full,3.5,Gas,Automatic,197000.0,Jeddah,50000.0
Renault,Fluence,2015,Saudi,White,Semi Full,1.6,Gas,Automatic,91000.0,Dammam,20000.0
Hyundai,Elantra,2015,Gulf Arabic,White,Full,2.0,Gas,Automatic,140.0,Riyadh,38000.0
Ford,Expedition,2014,Saudi,Black,Standard,5.4,Gas,Automatic,140.0,Riyadh,50000.0
Kia,Rio,2019,Saudi,Bronze,Standard,1.4,Gas,Automatic,55500.0,Arar,884.0
Hyundai,Sonata,2016,Gulf Arabic,Grey,Standard,2.4,Gas,Automatic,94000.0,Makkah,50000.0
BMW,The 5,1997,Gulf Arabic,Green,Full,3.5,Gas,Automatic,300000.0,Khobar,10000.0
Ford,Marquis,2008,Other,Silver,Full,4.6,Gas,Automatic,171000.0,Riyadh,27000.0
Kia,Cadenza,2020,Saudi,Brown,Semi Full,3.3,Gas,Automatic,17000.0,Yanbu,95000.0
Nissan,Pathfinder,2002,Saudi,Grey,Semi Full,3.3,Gas,Automatic,550000.0,Al-Ahsa,10000.0
Ford,Victoria,2011,Saudi,Black,Standard,4.6,Gas,Automatic,176000.0,Khobar,50000.0
Hyundai,Senta fe,2019,Other,White,Full,3.5,Gas,Automatic,10000.0,Hafar Al-Batin,2357.0
Toyota,Land Cruiser,1997,Gulf Arabic,White,Full,4.5,Gas,Manual,344627.0,Makkah,45000.0
Volkswagen,Passat,2012,Saudi,Another Color,Semi Full,2.5,Gas,Automatic,216000.0,Jeddah,22000.0
Mercedes,S,2010,Other,Grey,Semi Full,5.5,Gas,Automatic,228000.0,Al-Ahsa,63000.0
Mercedes,GLE,2016,Saudi,Silver,Semi Full,3.0,Gas,Automatic,71000.0,Aseer,138000.0
Hummer,H-2,2008,Saudi,Blue,Full,6.2,Gas,Automatic,208.0,Riyadh,96000.0
Chevrolet,Traverse,2011,Other,Another Color,Standard,2.5,Gas,Automatic,320000.0,Riyadh,23000.0
Toyota,Camry,2008,Saudi,White,Full,2.4,Gas,Manual,360000.0,Makkah,19000.0
Toyota,Rav4,2014,Saudi,Black,Full,2.5,Gas,Automatic,155.0,Riyadh,55000.0
Nissan,Patrol,2009,Saudi,White,Semi Full,1.6,Gas,Automatic,400000.0,Al-Namas,50000.0
GMC,Yukon,2004,Saudi,Silver,Full,3.5,Gas,Automatic,470000.0,Dammam,33000.0
Geely,Emgrand,2019,Saudi,Blue,Semi Full,1.8,Gas,Automatic,70000.0,Riyadh,35000.0
Nissan,Altima,2014,Saudi,Brown,Semi Full,2.5,Gas,Automatic,139000.0,Riyadh,36000.0
Toyota,Prado,2016,Saudi,White,Semi Full,6.0,Gas,Automatic,180.0,Qassim,91000.0
GMC,Acadia,2017,Saudi,White,Semi Full,3.6,Gas,Automatic,298000.0,Aseer,75000.0
Toyota,Avalon,2015,Gulf Arabic,White,Full,3.5,Gas,Automatic,100000.0,Riyadh,87000.0
