Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price
Mazda,CX9,2017,Other,Grey,Full,3.0,Gas,Automatic,93000.0,Dammam,111000.0
Kia,Cerato,2016,Saudi,Black,Standard,1.6,Gas,Automatic,114000.0,Dammam,34000.0
GMC,Yukon,2014,Saudi,Black,Full,5.3,Gas,Automatic,242000.0,Dammam,73000.0
GMC,Sierra,2017,Saudi,Silver,Full,5.3,Gas,Automatic,174000.0,Dammam,99000.0
Fiat,Fiorino,2016,Saudi,White,Standard,3.5,Gas,Manual,45000.0,Dammam,27000.0
Lincoln,MKX,2016,Other,White,Full,3.7,Gas,Automatic,99000.0,Dammam,99000.0
Lexus,ES,2017,Other,White,Full,3.0,Gas,Automatic,69000.0,Dammam,142000.0
Dodge,Challenger,2016,Other,Silver,Full,3.6,Gas,Automatic,160000.0,Dammam,89000.0
Mercedes,E,2017,Other,Grey,Full,2.0,Gas,Automatic,66000.0,Dammam,162000.0
Dodge,Charger,2016,Other,Red,Full,3.6,Gas,Automatic,100000.0,Dammam,99000.0
Mercedes,C,2017,Other,White,Full,2.0,Gas,Automatic,50000.0,Dammam,175000.0
Lexus,ES,2019,Other,Grey,Full,3.5,Gas,Automatic,68000.0,Dammam,179000.0
Chevrolet,Malibu,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,176000.0,Dammam,49000.0
Nissan,Sunny,2016,Saudi,White,Standard,1.5,Gas,Automatic,130000.0,Dammam,25000.0
Hyundai,Creta,2019,Saudi,Blue,Standard,1.6,Gas,Automatic,24516.0,Riyadh,56500.0
Ford,Taurus,2013,Saudi,Silver,Standard,3.5,Gas,Automatic,87108.0,Riyadh,56500.0
Toyota,Corolla,2020,Saudi,Grey,Standard,1.6,Gas,Automatic,67839.0,Jeddah,56500.0
Toyota,Camry,2015,Saudi,Black,Standard,2.5,Gas,Automatic,130020.0,Riyadh,56500.0
Ford,Taurus,2016,Other,White,Semi Full,3.5,Gas,Automatic,114000.0,Dammam,75000.0
Ford,Mustang,2016,Other,Red,Full,3.7,Gas,Automatic,103000.0,Dammam,94000.0
Ford,Taurus,2018,Other,White,Semi Full,3.5,Gas,Automatic,75000.0,Dammam,96000.0
Mercedes,GLC,2017,Other,White,Full,2.0,Gas,Automatic,92000.0,Dammam,173000.0
Hyundai,Senta fe,2015,Gulf Arabic,Grey,Semi Full,1.6,Gas,Automatic,158000.0,Dammam,54000.0
Ford,Taurus,2018,Other,Bronze,Full,3.5,Gas,Automatic,59000.0,Dammam,91000.0
Hyundai,Accent,2017,Saudi,Silver,Standard,1.4,Gas,Automatic,181000.0,Dammam,29000.0
Chevrolet,Suburban,2016,Other,Bronze,Full,5.3,Gas,Automatic,192000.0,Dammam,143000.0
Chevrolet,Suburban,2017,Other,Bronze,Full,5.3,Gas,Automatic,133000.0,Dammam,159000.0
Ford,Taurus,2019,Other,Red,Semi Full,3.5,Gas,Automatic,108000.0,Dammam,97000.0
Chevrolet,Impala,2015,Other,Silver,Full,3.6,Gas,Automatic,106000.0,Dammam,79000.0
Honda,Accord,2017,Saudi,White,Standard,2.4,Gas,Automatic,104000.0,Dammam,79000.0
Mazda,3,2017,Gulf Arabic,Grey,Full,1.6,Gas,Automatic,92000.0,Dammam,59000.0
Ford,Mustang,2016,Other,Red,Full,5.0,Gas,Automatic,92000.0,Dammam,129000.0
Toyota,Camry,2017,Saudi,White,Standard,2.5,Gas,Automatic,125000.0,Dammam,66000.0
Toyota,Prado,2018,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,79000.0,Dammam,139000.0
Kia,Carnival,2016,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,85000.0,Dammam,62000.0
Ford,Mustang,2016,Other,Red,Full,3.7,Gas,Automatic,84000.0,Dammam,97000.0
Toyota,Land Cruiser,2013,Saudi,White,Full,4.6,Gas,Automatic,101000.0,Aseer,150000.0
Kia,Cerato,2014,Saudi,White,Standard,1.6,Gas,Automatic,155000.0,Riyadh,21000.0
Lincoln,Navigator,2015,Gulf Arabic,Black,Full,3.7,Gas,Automatic,80000.0,Dammam,110000.0
Lincoln,Navigator,2016,Saudi,Brown,Full,3.7,Gas,Automatic,79000.0,Dammam,115000.0
Toyota,Corolla,2019,Saudi,Silver,Standard,1.6,Gas,Automatic,52443.0,Riyadh,56500.0
Hyundai,Azera,2018,Saudi,Blue,Standard,3.5,Gas,Automatic,98530.0,Riyadh,56500.0
Hyundai,Senta fe,2014,Saudi,Black,Full,3.3,Gas,Automatic,201421.0,Riyadh,57500.0
Toyota,Corolla,2020,Saudi,White,Standard,1.6,Gas,Automatic,109885.0,Jeddah,57000.0
MG,ZS,2020,Saudi,Red,Full,1.5,Gas,Automatic,33000.0,Riyadh,55000.0
Mitsubishi,Pajero,2016,Saudi,White,Full,3.5,Gas,Automatic,132000.0,Riyadh,56000.0
Ford,Expedition,2012,Saudi,White,Full,5.4,Gas,Automatic,289000.0,Al-Ahsa,57000.0
Kia,Carnival,2018,Saudi,White,Standard,3.5,Gas,Automatic,100000.0,Al-Ahsa,69000.0
Hyundai,Sonata,2018,Saudi,Grey,Standard,2.4,Gas,Automatic,65000.0,Al-Ahsa,64000.0
Hyundai,Elantra,2018,Saudi,Silver,Semi Full,1.6,Gas,Automatic,86000.0,Al-Ahsa,49000.0
Toyota,Camry,2016,Saudi,White,Full,2.5,Gas,Automatic,145000.0,Al-Ahsa,67000.0
Mazda,6,2018,Saudi,Brown,Standard,2.5,Gas,Automatic,188000.0,Al-Ahsa,59000.0
GMC,Sierra,2011,Saudi,White,Standard,6.0,Gas,Automatic,272000.0,Al-Ahsa,41000.0
MINI,Copper,2016,Gulf Arabic,Another Color,Semi Full,2.0,Gas,Automatic,107000.0,Al-Ahsa,59000.0
Ford,Expedition,2016,Saudi,Grey,Standard,3.5,Gas,Automatic,172000.0,Al-Ahsa,76000.0
Lexus,ES,2016,Gulf Arabic,Navy,Semi Full,3.5,Gas,Automatic,200000.0,Hafar Al-Batin,80000.0
Ford,Marquis,2002,Saudi,Grey,Full,4.5,Gas,Automatic,438074.0,Abha,10000.0
Mercedes,C,2016,Other,Silver,Full,2.0,Gas,Automatic,92000.0,Jeddah,120000.0
Nissan,Pathfinder,2006,Saudi,White,Full,4.0,Gas,Automatic,300.0,Riyadh,21000.0
Toyota,Camry,2001,Saudi,Green,Standard,1.4,Gas,Manual,300.0,Qassim,13500.0
Nissan,Pathfinder,2014,Saudi,White,Semi Full,3.5,Gas,Automatic,198000.0,Dammam,50000.0
Toyota,Corolla,2013,Saudi,White,Semi Full,1.6,Gas,Automatic,296.0,Jazan,30000.0
Hyundai,Sonata,2019,Saudi,White,Standard,2.4,Gas,Automatic,94000.0,Riyadh,58000.0
Hyundai,Sonata,2019,Saudi,Silver,Standard,2.4,Gas,Automatic,129413.0,Riyadh,57500.0
Mitsubishi,Pajero,2016,Saudi,White,Full,3.5,Gas,Automatic,161353.0,Riyadh,57500.0
Hyundai,Elantra,2020,Saudi,Grey,Standard,1.6,Gas,Automatic,20939.0,Riyadh,57500.0
Ford,Expedition,2013,Saudi,Navy,Semi Full,5.4,Gas,Automatic,94000.0,Dammam,60000.0
Toyota,Camry,2016,Saudi,White,Full,4.0,Gas,Automatic,260000.0,Riyadh,53000.0
Ford,Expedition,2015,Unknown,Black,Unknown,3.5,Gas,Automatic,125000.0,Jeddah,75000.0
Chrysler,C300,2013,Saudi,Silver,Full,5.7,Gas,Automatic,241000.0,Riyadh,41000.0
Chevrolet,Caprice,2009,Saudi,Black,Standard,3.5,Gas,Automatic,320000.0,Jeddah,27000.0
Mercedes,S,1993,Other,Navy,Full,3.5,Gas,Automatic,138.0,Al-Jouf,22000.0
Chevrolet,Tahoe,2014,Saudi,Golden,Semi Full,5.3,Gas,Automatic,157000.0,Al-Jouf,68500.0
GMC,Yukon,2012,Saudi,Another Color,Standard,5.3,Gas,Automatic,65000.0,Makkah,80000.0
Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,211000.0,Makkah,66000.0
Dodge,Charger,2020,Saudi,Black,Semi Full,3.6,Gas,Automatic,21000.0,Riyadh,120000.0
Ford,Taurus,2010,Other,Black,Semi Full,3.5,Gas,Automatic,406593.0,Jeddah,19000.0
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,122000.0,Najran,65000.0
BMW,X,2015,Gulf Arabic,White,Full,1.6,Gas,Automatic,72000.0,Riyadh,170000.0
Toyota,Land Cruiser Pickup,2015,Saudi,Brown,Semi Full,4.0,Gas,Manual,96000.0,Tabouk,95000.0
Ford,Explorer,2010,Saudi,Silver,Full,6.0,Gas,Automatic,250000.0,Jeddah,21000.0
Honda,Other,2009,Saudi,Orange,Full,1.0,Gas,Manual,32743.0,Jeddah,27500.0
Hyundai,Elantra,2020,Saudi,Grey,Standard,1.6,Gas,Automatic,24348.0,Riyadh,57500.0
Hyundai,Elantra,2020,Saudi,White,Standard,1.6,Gas,Automatic,16925.0,Riyadh,57500.0
Ford,Taurus,2013,Saudi,Silver,Standard,3.5,Gas,Automatic,53393.0,Riyadh,57500.0
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,31595.0,Riyadh,58000.0
BMW,X,2012,Other,Grey,Full,3.0,Gas,Automatic,294000.0,Jeddah,45000.0
Audi,S5,2018,Saudi,White,Full,3.0,Gas,Automatic,79800.0,Dammam,160000.0
Ford,F150,2012,Saudi,Black,Standard,3.6,Gas,Automatic,235000.0,Al-Medina,55000.0
Audi,A6,2016,Saudi,Another Color,Full,5.0,Gas,Automatic,77000.0,Jeddah,90000.0
Nissan,Sunny,2008,Saudi,White,Standard,1.5,Gas,Manual,275000.0,Riyadh,10000.0
Toyota,Camry,2001,Saudi,White,Full,1.4,Gas,Manual,399000.0,Jubail,10000.0
Toyota,Yaris,2017,Saudi,White,Standard,1.3,Gas,Automatic,100000.0,Makkah,27000.0
Dodge,Charger,2019,Saudi,Grey,Full,3.6,Gas,Automatic,78000.0,Khobar,124000.0
Hyundai,Sonata,2013,Saudi,White,Semi Full,2.4,Gas,Automatic,344506.0,Jeddah,30000.0
Lexus,LX,2014,Saudi,White,Full,5.7,Gas,Automatic,342.0,Abha,150000.0
Hyundai,Accent,2016,Saudi,White,Standard,1.4,Gas,Automatic,111.0,Riyadh,22000.0
Hyundai,H1,2013,Saudi,White,Semi Full,2.4,Gas,Automatic,318000.0,Riyadh,26000.0
Chevrolet,Caprice,2013,Saudi,Blue,Full,5.5,Gas,Automatic,184000.0,Riyadh,36000.0
Jeep,Grand Cherokee,2020,Saudi,White,Full,3.6,Gas,Automatic,27150.0,Aseer,165000.0
Nissan,Sentra,2017,Saudi,Grey,Semi Full,1.6,Gas,Automatic,55005.0,Jeddah,1139.0
Hyundai,H1,2018,Saudi,Silver,Standard,2.4,Gas,Automatic,106336.0,Riyadh,58500.0
Geely,X7,2019,Saudi,Red,Full,2.4,Gas,Automatic,27817.0,Riyadh,58500.0
Geely,GS,2020,Saudi,Golden,Semi Full,1.8,Gas,Automatic,8400.0,Riyadh,58500.0
Hyundai,H1,2018,Saudi,Silver,Standard,2.4,Gas,Automatic,79237.0,Riyadh,58500.0
Chevrolet,Suburban,2011,Saudi,White,Full,4.0,Gas,Automatic,282000.0,Riyadh,60000.0
Ford,Taurus,2013,Saudi,Silver,Standard,1.6,Gas,Automatic,251.0,Riyadh,35000.0
Mercedes,S,1995,Other,Another Color,Semi Full,3.5,Gas,Automatic,115.0,Al-Ahsa,21000.0
Hyundai,Senta fe,2016,Other,Silver,Semi Full,2.0,Diesel,Automatic,105000.0,Riyadh,76000.0
GMC,Suburban,2004,Saudi,Bronze,Semi Full,1.1,Gas,Automatic,111878.0,Al-Ahsa,15000.0
Toyota,Rush,2021,Saudi,Red,Semi Full,1.5,Gas,Automatic,9000.0,Khobar,59500.0
Mazda,6,2021,Saudi,Silver,Full,2.5,Gas,Automatic,14500.0,Jeddah,106000.0
Mazda,2,2011,Saudi,Silver,Standard,1.5,Gas,Automatic,37000.0,Riyadh,14000.0
Hyundai,Veloster,2013,Saudi,Orange,Full,2.0,Gas,Automatic,248000.0,Riyadh,25000.0
Hyundai,Sonata,2019,Saudi,Grey,Standard,2.4,Gas,Manual,3400.0,Al-Ahsa,58000.0
GMC,Suburban,2004,Other,Black,Full,1.1,Gas,Automatic,452800.0,Jazan,18000.0
Toyota,Camry,2018,Saudi,Red,Full,3.5,Gas,Automatic,24000.0,Riyadh,106000.0
Hyundai,Azera,2012,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,433000.0,Makkah,30000.0
Daihatsu,Delta,2014,Saudi,White,Full,3.7,Gas,Manual,100.0,Aseer,35000.0
Hyundai,Creta,2020,Saudi,White,Standard,1.6,Gas,Automatic,16576.0,Riyadh,59500.0
Chevrolet,Impala,2018,Saudi,Silver,Standard,3.6,Gas,Automatic,110519.0,Riyadh,58500.0
Hyundai,Creta,2020,Saudi,White,Standard,1.6,Gas,Automatic,13736.0,Riyadh,60000.0
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,28449.0,Riyadh,59500.0
Nissan,VTC,2009,Saudi,White,Semi Full,4.8,Gas,Manual,251000.0,Riyadh,60000.0
Toyota,Furniture,2021,Saudi,White,Standard,2.7,Gas,Automatic,11000.0,Aseer,100000.0
Dodge,Durango,2013,Saudi,Grey,Full,5.7,Gas,Automatic,213000.0,Riyadh,40000.0
Nissan,Datsun,1998,Other,White,Full,2.4,Gas,Manual,650000.0,Riyadh,12000.0
Toyota,Furniture,2013,Saudi,Silver,Semi Full,4.1,Gas,Automatic,285000.0,Aseer,55000.0
Lexus,IS,2016,Other,Silver,Full,3.5,Gas,Automatic,132000.0,Dammam,90000.0
Porsche,Cayenne,2006,Saudi,Grey,Full,3.5,Gas,Automatic,195.0,Jeddah,18000.0
Ford,Taurus,2019,Saudi,White,Semi Full,2.0,Gas,Automatic,89500.0,Jeddah,76000.0
Ford,Expedition,2014,Saudi,Another Color,Standard,5.4,Gas,Automatic,143000.0,Riyadh,60000.0
Honda,Odyssey,2015,Saudi,Silver,Semi Full,2.5,Gas,Automatic,296000.0,Jeddah,43000.0
Kia,Cerato,2017,Saudi,Grey,Standard,1.6,Gas,Automatic,20000.0,Riyadh,41000.0
Ford,Mustang,2015,Gulf Arabic,Silver,Full,6.0,Gas,Automatic,121000.0,Riyadh,85000.0
Mercedes,A,2021,Saudi,Bronze,Semi Full,4.0,Gas,Automatic,250.0,Jeddah,179000.0
Chevrolet,Blazer,2006,Saudi,Grey,Standard,2.3,Gas,Automatic,457000.0,Riyadh,10000.0
Toyota,Camry,2017,Saudi,White,Standard,2.5,Gas,Automatic,109862.0,Riyadh,59500.0
Hyundai,Elantra,2020,Saudi,White,Standard,1.6,Gas,Automatic,9495.0,Riyadh,59500.0
Hyundai,Sonata,2019,Saudi,Grey,Standard,2.4,Gas,Automatic,70676.0,Riyadh,59500.0
Changan,CS35 Plus,2020,Saudi,Silver,Full,1.4,Gas,Automatic,67095.0,Riyadh,60000.0
MG,3,2013,Saudi,White,Standard,1.3,Gas,Manual,41000.0,Riyadh,15000.0
Toyota,Hilux,2013,Saudi,White,Semi Full,2.7,Gas,Manual,290.0,Tabouk,55000.0
Ford,Marquis,2009,Saudi,Black,Semi Full,4.6,Gas,Automatic,140000.0,Riyadh,22000.0
Mercedes,SE,2006,Other,Another Color,Full,3.5,Gas,Automatic,286000.0,Makkah,55000.0
Ford,F150,2016,Saudi,White,Semi Full,5.0,Gas,Automatic,138.0,Riyadh,90000.0
Hyundai,Elantra,2017,Saudi,Another Color,Standard,1.6,Gas,Automatic,99000.0,Riyadh,38500.0
Toyota,Avalon,2021,Saudi,Silver,Full,3.5,Gas,Automatic,1800.0,Jeddah,182000.0
Nissan,KICKS,2020,Saudi,White,Standard,1.5,Gas,Automatic,17000.0,Riyadh,52000.0
Mitsubishi,Pajero,2016,Gulf Arabic,White,Full,3.8,Gas,Automatic,216000.0,Dammam,58000.0
INFINITI,Q,2020,Saudi,Brown,Full,3.7,Gas,Automatic,2000.0,Jeddah,155000.0
Toyota,Innova,2015,Saudi,Grey,Standard,2.7,Gas,Automatic,122000.0,Al-Medina,43000.0
Changan,CS85,2021,Saudi,Red,Full,2.0,Gas,Automatic,2500.0,Jeddah,98000.0
Lincoln,MKX,2017,Saudi,Grey,Semi Full,3.5,Gas,Automatic,75000.0,Al-Ahsa,125000.0
Nissan,Armada,2006,Saudi,Grey,Full,5.6,Gas,Automatic,266000.0,Jeddah,25000.0
Lexus,NX,2020,Saudi,Blue,Standard,2.0,Gas,Automatic,30000.0,Jeddah,160000.0
Changan,CS35 Plus,2020,Saudi,Silver,Full,1.4,Gas,Automatic,64355.0,Riyadh,60000.0
Hyundai,Azera,2017,Saudi,Another Color,Standard,3.0,Gas,Automatic,107154.0,Riyadh,61000.0
Hyundai,H1,2018,Saudi,Silver,Standard,2.4,Gas,Automatic,88826.0,Riyadh,60500.0
Mazda,6,2017,Saudi,Red,Standard,2.5,Gas,Automatic,91170.0,Riyadh,60500.0
GMC,Suburban,2006,Saudi,Black,Standard,2.0,Gas,Automatic,230000.0,Makkah,29000.0
Lexus,ES,2020,Saudi,Grey,Standard,2.5,Gas,Automatic,30000.0,Riyadh,142500.0
Chevrolet,Tahoe,2003,Other,Another Color,Full,3.5,Gas,Automatic,488000.0,Jeddah,13000.0
Toyota,Echo,2001,Saudi,Another Color,Standard,1.5,Gas,Manual,480000.0,Jeddah,10000.0
Ford,Taurus,2017,Saudi,Grey,Standard,6.0,Gas,Automatic,75000.0,Dammam,65000.0
Lexus,ES,2017,Other,White,Semi Full,3.5,Gas,Automatic,96906.0,Riyadh,116000.0
Dodge,Charger,2016,Other,Blue,Full,5.7,Gas,Automatic,142000.0,Riyadh,89000.0
Toyota,Furniture,2009,Saudi,Brown,Standard,2.7,Gas,Automatic,250.0,Taef,40000.0
Mercedes,S,2002,Gulf Arabic,White,Full,3.5,Gas,Automatic,101000.0,Dammam,38000.0
Mercedes,E,2016,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,73000.0,Dammam,125000.0
Hyundai,Sonata,2018,Saudi,Brown,Standard,2.4,Gas,Automatic,120966.0,Riyadh,49000.0
Kia,Sportage,2019,Saudi,Blue,Standard,1.6,Gas,Automatic,69358.0,Riyadh,60500.0
Kia,Sportage,2019,Saudi,Blue,Standard,1.6,Gas,Automatic,73406.0,Riyadh,60500.0
Geely,X7,2019,Saudi,Golden,Full,2.4,Gas,Automatic,32209.0,Riyadh,61000.0
MG,6,2020,Saudi,White,Full,2.0,Gas,Automatic,29814.0,Riyadh,61500.0
Jeep,Grand Cherokee,2020,Saudi,Blue,Full,3.6,Gas,Automatic,52000.0,Khobar,162000.0
Lexus,LS,2003,Other,Bronze,Full,9.0,Gas,Automatic,1869.0,Riyadh,22000.0
Mazda,6,2018,Saudi,Brown,Standard,2.5,Gas,Automatic,198.0,Jeddah,55000.0
Toyota,Yaris,2016,Saudi,Blue,Semi Full,1.5,Gas,Automatic,130000.0,Al-Jouf,30000.0
Lexus,IS,2016,Gulf Arabic,Grey,Full,3.5,Gas,Automatic,166.0,Al-Ahsa,90000.0
Toyota,Innova,2015,Gulf Arabic,White,Standard,2.7,Gas,Automatic,749000.0,Riyadh,46000.0
Chevrolet,Cruze,2014,Saudi,Grey,Semi Full,3.5,Gas,Automatic,135020.0,Riyadh,24000.0
Chevrolet,Malibu,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,175000.0,Dammam,49000.0
Renault,Symbol,2020,Saudi,White,Standard,1.6,Gas,Automatic,27000.0,Jeddah,25000.0
Land Rover,Range Rover,2015,Saudi,White,Semi Full,3.0,Gas,Automatic,125000.0,Riyadh,165000.0
BMW,The 7,2008,Saudi,Black,Semi Full,3.5,Gas,Automatic,176000.0,Al-Medina,26000.0
Hyundai,Sonata,2018,Saudi,Grey,Semi Full,2.4,Gas,Automatic,66000.0,Riyadh,1670.0
Toyota,Camry,2004,Saudi,Golden,Full,3.5,Gas,Automatic,322000.0,Riyadh,23000.0
Toyota,Avanza,2015,Saudi,White,Standard,2.4,Gas,Automatic,233000.0,Riyadh,28000.0
GMC,Sierra,2014,Saudi,White,Full,6.2,Gas,Automatic,118000.0,Riyadh,100000.0
Nissan,Sunny,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,69000.0,Riyadh,28000.0
HAVAL,H2,2021,Saudi,Brown,Full,1.5,Gas,Automatic,2800.0,Jeddah,57000.0
Nissan,Maxima,2017,Saudi,Red,Standard,3.5,Gas,Automatic,158543.0,Riyadh,61500.0
Hyundai,Sonata,2019,Saudi,Black,Standard,2.4,Gas,Automatic,127974.0,Riyadh,61500.0
Hyundai,Tucson,2018,Saudi,Blue,Standard,2.0,Gas,Automatic,143479.0,Riyadh,61500.0
Toyota,Camry,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,101732.0,Riyadh,61500.0
Toyota,Toyota 86,2013,Saudi,Yellow,Full,3.5,Gas,Automatic,56000.0,Dammam,50000.0
Chevrolet,Tahoe,2016,Saudi,White,Standard,5.3,Gas,Automatic,139000.0,Riyadh,110000.0
Kia,Rio,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,55000.0,Makkah,36000.0
Lexus,LS,2010,Other,White,Semi Full,1.8,Gas,Automatic,120000.0,Taef,77000.0
Lexus,LS,2012,Saudi,Grey,Full,1.8,Gas,Automatic,150000.0,Taef,95000.0
Chrysler,C300,2005,Saudi,Black,Full,5.7,Gas,Automatic,300000.0,Jeddah,20000.0
Chevrolet,Silverado,2014,Saudi,Red,Semi Full,4.3,Gas,Automatic,213000.0,Dammam,70000.0
Mercedes,C,2016,Other,White,Full,2.0,Gas,Automatic,99000.0,Dammam,129000.0
Kia,Rio,2020,Saudi,White,Full,1.4,Gas,Automatic,300.0,Dammam,57000.0
Daihatsu,Terios Ground,2015,Saudi,Red,Full,1.5,Gas,Automatic,98000.0,Dammam,35000.0
Hyundai,Sonata,2017,Saudi,White,Full,2.5,Gas,Automatic,154.0,Al-Ahsa,49000.0
Mercedes,A,2020,Gulf Arabic,White,Standard,2.0,Gas,Automatic,12500.0,Riyadh,150000.0
Lexus,RX,2015,Saudi,Brown,Full,3.5,Gas,Automatic,73000.0,Jeddah,110000.0
Toyota,Land Cruiser,2015,Saudi,White,Full,4.7,Gas,Automatic,137000.0,Al-Ahsa,150000.0
Ford,Flex,2014,Saudi,White,Standard,3.5,Gas,Automatic,128500.0,Qassim,49000.0
Toyota,Land Cruiser,2007,Gulf Arabic,White,Semi Full,4.5,Gas,Manual,315.0,Qassim,60000.0
Ford,Victoria,2011,Other,Silver,Full,4.6,Gas,Automatic,129000.0,Dammam,25000.0
Toyota,Corolla,2009,Saudi,White,Semi Full,2.5,Gas,Manual,360.0,Jeddah,15000.0
Mercedes,E,2010,Other,Navy,Full,3.5,Gas,Automatic,168000.0,Jeddah,58000.0
Hyundai,H1,2018,Saudi,Silver,Standard,2.4,Gas,Automatic,106327.0,Riyadh,61500.0
Hyundai,H1,2018,Saudi,Silver,Standard,2.4,Gas,Automatic,90706.0,Riyadh,61500.0
Mitsubishi,Pajero,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,153042.0,Riyadh,61500.0
Hyundai,Sonata,2018,Saudi,Grey,Standard,2.4,Gas,Automatic,84655.0,Riyadh,61500.0
Chevrolet,Traverse,2016,Saudi,White,Unknown,3.4,Gas,Automatic,56500.0,Tabouk,65000.0
INFINITI,QX,2017,Gulf Arabic,Black,Standard,2.0,Gas,Automatic,54000.0,Dammam,70000.0
GMC,Yukon,2016,Saudi,Black,Full,5.3,Gas,Automatic,48000.0,Dammam,145000.0
GMC,Sierra,2018,Saudi,Another Color,Standard,5.3,Gas,Automatic,61000.0,Dammam,145000.0
Lexus,ES,2017,Other,White,Full,3.5,Gas,Automatic,62000.0,Riyadh,136000.0
Dodge,Charger,2016,Other,Grey,Full,5.7,Gas,Automatic,123000.0,Riyadh,109000.0
Pontiac,Bonneville,1978,Unknown,White,Unknown,3.5,Gas,Automatic,240000.0,Qurayyat,25000.0
Toyota,Prado,2016,Saudi,Grey,Full,4.0,Gas,Automatic,174000.0,Al-Medina,120000.0
MG,5,2020,Saudi,White,Standard,1.5,Gas,Automatic,41000.0,Al-Ahsa,988.0
Lexus,IS,2016,Other,White,Full,2.0,Gas,Automatic,96000.0,Dammam,108000.0
Kia,Rio,2008,Saudi,Blue,Standard,1.0,Gas,Manual,323880.0,Jeddah,9000.0
Ford,Victoria,1997,Saudi,Green,Full,4.8,Gas,Automatic,377.0,Dammam,12000.0
Chrysler,C300,2013,Saudi,White,Full,1.0,Gas,Automatic,220.0,Dammam,42000.0
Mercedes,S,2013,Saudi,White,Full,3.0,Gas,Automatic,110000.0,Dammam,113000.0
Ford,Explorer,2016,Other,White,Full,3.5,Gas,Automatic,128644.0,Riyadh,118000.0
Dodge,Charger,2017,Other,Grey,Semi Full,5.7,Gas,Automatic,141000.0,Riyadh,108000.0
Chevrolet,Tahoe,2017,Other,Another Color,Semi Full,6.2,Gas,Automatic,105920.0,Riyadh,149000.0
Mazda,CX3,2019,Gulf Arabic,Navy,Standard,2.0,Gas,Automatic,40301.0,Riyadh,61500.0
Honda,Civic,2017,Saudi,White,Standard,1.6,Gas,Automatic,20258.0,Riyadh,61500.0
Honda,HRV,2021,Saudi,Grey,Standard,1.8,Gas,Automatic,6018.0,Riyadh,62000.0
Hyundai,Sonata,2019,Saudi,Grey,Standard,2.4,Gas,Automatic,113057.0,Riyadh,62500.0
Chrysler,300,2017,Other,White,Semi Full,3.6,Gas,Automatic,108828.0,Riyadh,94000.0
Chevrolet,Camaro,2016,Other,Blue,Full,3.6,Gas,Automatic,118993.0,Riyadh,107000.0
Mercedes,C,2015,Other,White,Full,2.0,Gas,Automatic,51201.0,Riyadh,119000.0
Mercedes,E,2017,Other,Grey,Full,3.4,Gas,Automatic,72000.0,Riyadh,178000.0
Ford,Explorer,2013,Other,White,Full,3.5,Gas,Automatic,111251.0,Riyadh,74000.0
Toyota,Innova,2013,Saudi,Silver,Unknown,2.7,Gas,Automatic,286000.0,Al-Medina,38000.0
Ford,Mustang,2018,Other,Navy,Full,2.3,Gas,Automatic,79000.0,Dammam,122000.0
Chevrolet,Tahoe,2016,Other,White,Full,5.3,Gas,Automatic,149000.0,Dammam,149000.0
Dodge,Durango,2011,Saudi,Grey,Full,5.7,Gas,Automatic,199000.0,Riyadh,40000.0
Chevrolet,Camaro,2018,Other,Black,Full,3.6,Gas,Automatic,118000.0,Dammam,119000.0
Chevrolet,Cruze,2013,Saudi,White,Standard,1.6,Gas,Automatic,120000.0,Makkah,18000.0
Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,234000.0,Jazan,56000.0
Ford,Victoria,2001,Saudi,Oily,Full,4.6,Gas,Automatic,399249.0,Riyadh,3000.0
GMC,Yukon,2014,Saudi,Bronze,Semi Full,5.3,Gas,Automatic,235000.0,Dammam,72000.0
Toyota,Rav4,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,162000.0,Jeddah,60000.0
Chrysler,C300,2016,Other,White,Full,3.5,Gas,Automatic,83000.0,Dammam,86000.0
Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Manual,156495.0,Riyadh,62500.0
Toyota,Innova,2017,Saudi,White,Standard,2.7,Gas,Automatic,203312.0,Riyadh,62500.0
Kia,Sportage,2018,Saudi,Red,Standard,2.4,Gas,Automatic,57073.0,Riyadh,63500.0
Nissan,Maxima,2016,Saudi,Blue,Semi Full,3.5,Gas,Automatic,100943.0,Riyadh,63500.0
Chrysler,S300,2018,Other,Silver,Full,3.5,Gas,Automatic,105000.0,Dammam,112000.0
